,Unnamed: 0.1,Quantity/Units,Weight(Tons),Value(1000 SAR),Country Group,Commodity,Commodity Code
6148,39091000,0,64,193,Other Country Groups,UREA RESINS; THIOUREA RESINS,39091000
6149,39093000,0,0,0,Other Country Groups,OTHER AMINO-RESINS,39093000
6150,39094000,0,8,19,Other Country Groups,PHENOLIC RESINS,39094000
6151,39095000,0,19,203,Other Country Groups,POLYURETHANES,39095000
6152,39100000,0,32,458,Other Country Groups,SILICONES IN PRIMARY FORMS,39100000
6153,39119000,0,89,548,Diffrent Country Groups,OTHER PETROLEUM RESINS AND THE LIKE,39119000
6154,39129000,0,52,42,Other Country Groups,OTHER CELLULOSE AND DERIVATIVES,39129000
6155,39139000,0,77,326,Other Country Groups,OTHER NATURAL POLYMERS,39139000
6156,39151000,0,78,180,Other Country Groups,PLASTIC WASTE OF POLYMERS OF ETHYLENE,39151000
6157,39159000,0,383,357,Other Country Groups,PLASTIC WASTE OF OTHER PLASTICS,39159000
6158,39161010,0,33,250,Other Country Groups,MONOFILAMENT OF ETHYLENE POLYMERS OVER 1 MM WIDE,39161010
6159,39162010,0,2,21,Other Country Groups,MONAFILAMENT OF VINYL CHLORIDE OVER 1 MM WIDE,39162010
6160,39162020,0,0,1,Other Country Groups,"RODS, STICKS AND PROFILE SHAPES OF VINYL CHLORIDE",39162020
6161,39169010,0,0,0,Other Country Groups,MONAFILAMENT OF OTHER PLASTICS OVER 1 MM WIDE,39169010
6162,39169020,0,6,47,Other Country Groups,"RODS, STICKS AND PROFILE SHAPES OF OTHER PLASTICS",39169020
6163,39172100,0,53,469,Other Country Groups,RIGID TUBES OF POLYMERS OF ETHYLENE,39172100
6164,39172200,0,49,357,Other Country Groups,RIGID TUBES OF POLYMERS OF PROPYLENE,39172200
6165,39172300,0,13,119,Other Country Groups,RIGID TUBES OF POLYMERS OF VINYL CHLORIDE,39172300
6166,39172900,0,111,273,Other Country Groups,RIGID TUBES OF OTHER PLASTICS,39172900
6167,39173100,0,29,441,Other Country Groups,"FLEXIBLE TUBES AND HOSES, MINIMUM BURST PRESSURE 27.6",39173100
6168,39173210,0,2,37,Other Country Groups,SIPPING TUBES,39173210
6169,39173290,0,280,737,Other Country Groups,OTHER SIPPING TUBES,39173290
6170,39173300,0,94,576,Other Country Groups,"OTHER TUBES, NOT REINFORCED, WITH FITTINGS",39173300
6171,39173900,0,61,513,Other Country Groups,OTHER TUBES AND PIPES,39173900
6172,39174000,0,27,207,Other Country Groups,FITTINGS FOR TUBES AND PIPES,39174000
6173,39181000,0,277,589,Other Country Groups,FLOOR AND OTHER COVERINGS OF POLYMERS OF VINYL CHLORIDE,39181000
6174,39189000,0,20,45,Other Country Groups,FLOOR AND OTHER COVERINGS OF OTHER PLASTICS,39189000
6175,39191000,0,169,1219,Europe not European Union,"SELF-ADHESIVE ROLLS, 20 CM OR LESS WIDE",39191000
6176,39191000,0,4,57,Other Country Groups,"SELF-ADHESIVE ROLLS, 20 CM OR LESS WIDE",39191000
6177,39199000,0,1127,7443,Europe not European Union,"OTHER SELF-ADHESIVE PLATES, STRIPS ETC., OF PLASTICS",39199000
6178,39199000,0,22,159,Other Country Groups,"OTHER SELF-ADHESIVE PLATES, STRIPS ETC., OF PLASTICS",39199000
6179,39201000,0,987,6267,Europe not European Union,"OTHER SHEETS, ETC., OF POLYMERS OF ETHYLENE",39201000
6180,39201000,0,19,173,Other Country Groups,"OTHER SHEETS, ETC., OF POLYMERS OF ETHYLENE",39201000
6181,39202000,0,82,405,Europe not European Union,"OTHER SHEETS, ETC., OF POLYMERS OF PROPYLENE",39202000
6182,39202000,0,0,0,Other Country Groups,"OTHER SHEETS, ETC., OF POLYMERS OF PROPYLENE",39202000
6183,39204300,0,5,60,Other Country Groups,CONTAINING NO LESS THEN غ% PLASTIC WEIGHT,39204300
6184,39204910,0,14,97,Other Country Groups,TABLE COVER )WATS(,39204910
6185,39204990,0,11,97,Other Country Groups,OTHER PLASTIC COVERS AND SHEETS,39204990
6186,39205900,0,129,445,Other Country Groups,"OTHER SHEETS, ROLLS, ETC., OF ACRYLIC POLYMERS",39205900
6187,39206100,0,7,58,Other Country Groups,"POLYCARBONATES SHEETS, FILM, ETC.",39206100
6188,39206200,0,50,318,Other Country Groups,"POLYETHYLENE TEREPHTHALATE SHEETS, FILM, ETC.",39206200
6189,39206300,0,0,0,Other Country Groups,"UNSATURATED POLYESTERS SHEETS, FILM, ETC.",39206300
6190,39209900,0,31,259,Other Country Groups,"OTHER PLASTICS SHEETS, FILM, ETC.",39209900
6191,39211100,0,19,256,Other Country Groups,"POLYMERS OF STYRENE SHEETS, FILM, ETC.",39211100
6192,39211200,0,19,132,Other Country Groups,"POLYMERS OF VINYL CHLORIDE SHEETS, FILM, ETC.",39211200
6193,39211900,0,127,791,Europe not European Union,"OTHER PLASTICS SHEETS, FILM, ETC., CELLULAR",39211900
6194,39211900,0,0,0,Other Country Groups,"OTHER PLASTICS SHEETS, FILM, ETC., CELLULAR",39211900
6195,39219000,0,1450,9190,Europe not European Union,"OTHER PLASTIC SHEETS, FILM, ETC., NON-CELLULAR",39219000
6196,39219000,0,13,166,Other Country Groups,"OTHER PLASTIC SHEETS, FILM, ETC., NON-CELLULAR",39219000
6197,39221000,0,58,349,Other Country Groups,"BATHS, SHOWER BATHS AND WASHBASINS OF PLASTIC",39221000
6198,39222000,0,40,300,Other Country Groups,LAVATORY SEATS AND COVERS OF PLASTIC,39222000
6199,39229000,0,18,235,Other Country Groups,OTHER PLASTIC SANITARY WARE,39229000
6200,39231010,0,8,116,Other Country Groups,"BOXES, & SIMILAR ARTICLES FOR TRANSPORTATION OF POULTRY",39231010
6201,39231020,0,31,303,Other Country Groups,"BOXES, AND THE LIKE FOR THE TRANSPORTATION OF DAIRY",39231020
6202,39231090,0,51,349,Europe not European Union,"OTHER POXES, PACKES, AND SIMILAR CRATES.",39231090
6203,39232190,0,12,45,Other Country Groups,other,39232190
6204,39232910,0,22,161,Other Country Groups,SACKS AND BAGS OF OTHER PLASTICS,39232910
6205,39232990,0,25,116,Other Country Groups,other,39232990
6206,39233000,0,32,349,Other Country Groups,"CARBOYS, BOTTLES, FLASKS AND SIMILAR ARTICLES, PLASTIC",39233000
6207,39235000,0,40,318,Other Country Groups,"STOPPERS, LIDS, CAPS AND OTHER CLOSURES, PLASTIC",39235000
6208,39239000,0,131,249,Other Country Groups,OTHER PLASTIC PACKING GOODS,39239000
6209,39241010,0,17,77,Other Country Groups,"CONTAINERS FOR KEEPING THE ICE AND FOODS, PLASTIC",39241010
6210,39241020,0,34,258,Other Country Groups,"FORKS,SNOOPS AND KNIVES",39241020
6211,39241031,0,2,5,Other Country Groups,"PLATES,DISHES AND CUPS OF(FOAM)",39241031
6212,39241039,0,62,304,Other Country Groups,"OTHER PLATES,DISHES AND CUPS OF(FOAM)",39241039
6213,39241090,0,22,97,Other Country Groups,OTHER PLASTIC KITCHENWARE,39241090
6214,39249010,0,7,85,Other Country Groups,"HOLDERS FOR TOOTH BRUSHES, PAPER NAPKINS, FOR TOILETS",39249010
6215,39249040,0,22,50,Other Country Groups,CLOTHES HANGERS,39249040
6216,39249090,0,132,135,Other Country Groups,OTHER HOUSEHOLD UTENSILS OF PLASTICS.,39249090
6217,39251000,0,31,96,Other Country Groups,"PLASTIC RESERVOIRS, AND SIMILAR CONTAINERS, OVER 300 L",39251000
6218,39252000,0,43,273,Other Country Groups,"PLASTIC DOORS, WINDOWS AND THEIR FRAMES",39252000
6219,39259000,0,15,103,Other Country Groups,OTHER PLASTIC BUILDERS  WARES,39259000
6220,39261000,0,43,227,Other Country Groups,PLASTIC OFFICE OR SCHOOL SUPPLIES,39261000
6221,39262010,0,7,145,Other Country Groups,MEDICAL GLOVES OF PLASTIC,39262010
6222,39262090,0,25,232,Other Country Groups,OTHER MEDICAL GLOVES OF PLASTIC,39262090
6223,39269031,0,8,237,Other Country Groups,"SAMPLE CANS, .",39269031
6224,39269039,0,22,88,Other Country Groups,OTHER PRODUCTS FROM PLASTICS AND MEDICAL ADDITIONAL.,39269039
6225,39269069,0,56,391,Other Country Groups,OTHER COVERS OF FURNITURE AND COVERS.,39269069
6226,39269080,0,73,372,Other Country Groups,PLASTIC TECHNICAL ITEMS FOR INDUSTRIAL AND AGRICULTURAL,39269080
6227,39269091,0,36,361,Other Country Groups,PLASTIC ROSARIES,39269091
6228,39269099,0,61,200,Other Country Groups,OTHER MISCELLANEOUS PLASTIC ITEMS,39269099
6229,40012200,0,3,27,Other Country Groups,TECHNICALLY SPECIFIED NATURAL RUBBER (TSNR),40012200
6230,40012900,0,574,238,Other Country Groups,OTHER NATURAL RUBBER,40012900
6231,40021100,0,0,0,Other Country Groups,LATEX SBR,40021100
6232,40021900,0,25,111,Other Country Groups,OTHER SBR RUBBER,40021900
6233,40023900,0,19,174,Other Country Groups,OTHER CIIR OR BIIR RUBBER,40023900
6234,40027000,0,68,291,Other Country Groups,ETHYLENE-PROPYLENE-NON-CONJUGATED DIENE (EPDM),40027000
6235,40029900,0,69,219,Other Country Groups,OTHER RUBBER,40029900
6236,40030000,0,3,26,Other Country Groups,"RECLAIMED RUBBER IN PRIMARY FORMS OR IN PLATES, ETC.",40030000
6237,40040000,0,337,191,Other Country Groups,"WASTE, PARINGS AND SCRAP OF RUBBER",40040000
6238,40051000,0,28,130,Other Country Groups,COMPOUNDED RUBBER WITH CARBON BLACK OR SILICA,40051000
6239,40059900,0,0,0,Other Country Groups,OTHER COMPOUNDED RUBBER,40059900
6240,40069010,0,9,152,Other Country Groups,TUBES OF UNVULCANIZED RUBBER,40069010
6241,40069020,0,19,506,Diffrent Country Groups,"DISCS, RINGS AND JOINTS OF UNVULCANIZED RUBBER",40069020
6242,40069030,0,240,2407,Europe not European Union,THREADS OF UNVULCANIZED RUBBER,40069030
6243,40069030,0,44,478,Other Country Groups,THREADS OF UNVULCANIZED RUBBER,40069030
6244,40069090,0,1,3,Other Country Groups,OTHER UNVULCANIZED RUBBER,40069090
6245,40082900,0,12,136,Other Country Groups,OTHER NON-CELLULAR RUBBER,40082900
6246,40091190,0,9,152,Other Country Groups,OTHER UNFORTIFIED PIPES AND WITHOUT THEIR FITTINGS,40091190
6247,40111000,0,68,233,Other Country Groups,TIRES OF A KIND USED ON MOTOR CARS,40111000
6248,40112000,0,13,273,Other Country Groups,TIRES OF A KIND USED ON BUSES OR LORRIES,40112000
6249,40113000,0,1,14,Other Country Groups,TIRES OF A KIND USED ON AIRCRAFT,40113000
6250,40116200,0,1,9,Other Country Groups,OTHER BELTS TIRES USED IN VEHIECLES CONTRUTIVE آ,40116200
6251,40116900,0,77,714,Other Country Groups,OTHER TIRES,40116900
6252,40119900,0,135,437,Other Country Groups,OTHER NEW TIRES,40119900
6253,40129000,0,983,602,Other Country Groups,OTHER USED TIRES,40129000
6254,40139000,0,8,46,Other Country Groups,OTHER INNER TUBES,40139000
6255,40161000,0,0,0,Other Country Groups,ARTICLES OF CELLULAR RUBBER,40161000
6256,40169300,0,5,202,Other Country Groups,"GASKETS, WASHERS AND OTHER SEALS",40169300
6257,40169590,0,37,288,Other Country Groups,OTHER INFLATABLE ARTICLES OF VULCANIZED RUBBER,40169590
6258,40169950,0,35,195,Other Country Groups,PARTS OF EQUIPMENT OF HEADINGS NO. 87.10,40169950
6259,40170030,0,77,124,Other Country Groups,HYGIENIC BATHROOM APPIANCES AND THE LIKE,40170030
6260,40170090,0,2,31,Other Country Groups,OTHER HARD RUBBER,40170090
6261,41041900,0,64,107,Other Country Groups,OTHER LEATHERS IN THEIR WET CONDITION,41041900
6262,41051000,0,26,438,Other Country Groups,SHEEP LEATHERS IN THEIR WET CONDITION,41051000
6263,41053000,0,40,176,Other Country Groups,SHEEP LEATHERS IN THEIR DRY CONDITIO,41053000
6264,41062100,0,44,464,Other Country Groups,GOAT LEATHERS IN THEIR WET CONDITION,41062100
6265,41120000,0,0,13,Other Country Groups,MORE PREPARED LEATHERS AFTER TANNING OR DRYING,41120000
6266,42021110,0,38,167,Other Country Groups,LEATHER TRUNKS AND SUITCASES,42021110
6267,42021130,0,8,26,Other Country Groups,LEATHER SCHOOL SATCHELS,42021130
6268,42021190,0,10,147,Other Country Groups,OTHER LEATHER CASES AND TRUNKS,42021190
6269,42021210,0,55,338,Other Country Groups,TEXTILE OR PLASTIC TRUNKS AND SUITCASES,42021210
6270,42021290,0,12,126,Other Country Groups,OTHER TEXTILE OR PLASTIC CASES OR TRUNKS,42021290
6271,42022100,0,4,23,Other Country Groups,HANDBAGS WITH OUTER SURFACE OF LEATHER,42022100
6272,42022200,0,27,413,Other Country Groups,HANDBAGS WITH OUTER SURFACE OF PLASTIC OR TEXTILES,42022200
6273,42022900,0,26,122,Other Country Groups,OTHER HANDBAGS,42022900
6274,42023900,0,9,126,Other Country Groups,OTHER POCKET ITEMS,42023900
6275,42029100,0,2,556,Other Country Groups,OTHER CASES WITH OUTER SURFACE OF LEATHER,42029100
6276,42032900,0,0,8,Other Country Groups,OTHER LEATHER GLOVES,42032900
6277,42033000,0,3,41,Other Country Groups,BELTS AND BANDOLIERS OF LEATHER,42033000
6278,43021900,0,12,0,Other Country Groups,"OTHER WHOLE FURSKINS, TANNED OR DRESSED",43021900
6279,44041020,0,48,91,Other Country Groups,"SPLIT POLES USED AS PARTITIONS, ETC., CONIFEROUS",44041020
6280,44042010,0,7,9,Other Country Groups,"HOOPWOOD FOR BARREL STARVES, PARTITIONS, NON-CONIFEROUS",44042010
6281,44042020,0,5,80,Other Country Groups,"SPLIT POLES USED AS PARTITIONS, ETC., NON-CONIFEROUS",44042020
6282,44071090,0,149,98,Other Country Groups,OTHER SAWN CONIFEROUS WOOD OVER 6 MM THICK,44071090
6283,44072690,0,47,47,Other Country Groups,OTHER WHITE MERANTY COLOR.,44072690
6284,44091090,0,369,272,Other Country Groups,"OTHER CONIFEROUS WOOD, CONTINUOUSLY SHAPED",44091090
6285,44092990,0,89,58,Other Country Groups,Other Wooden beadings,44092990
6286,44101100,0,51,208,Other Country Groups,PARTICAL BOARD,44101100
6287,44101900,0,28,134,Other Country Groups,Other Particle board Or Oriented strand board,44101900
6288,44109000,0,10,38,Other Country Groups,PARTICLEBOARD OF OTHER LIGNEOUS MATERIALS,44109000
6289,44111300,0,132,316,Other Country Groups,"Planks of wood fibre more than 5 mm thick, but not exceeding 9 mm",44111300
6290,44111400,0,59,244,Other Country Groups,Planks of wood fibre more than 9 mm thick,44111400
6291,44123200,0,57,263,Other Country Groups,"Other, with at least one outer ply of non-coniferous wood",44123200
6292,44129900,0,29,143,Other Country Groups,OTHER LAMINATED SHEETS,44129900
6293,44130000,0,0,0,Other Country Groups,"DENSIFIED WOOD, IN BLOCKS, PLATES, ETC.",44130000
6294,44151010,0,33,200,Other Country Groups,"ORDINARY BOXES AND SMALL BOXES FOR PACKING, WOOD",44151010
6295,44151040,0,0,2,Other Country Groups,"CABLE DRUMS, WOOD",44151040
6296,44151090,0,69,267,Other Country Groups,"OTHER BOXES AND CRATES, WOOD",44151090
6297,44152000,0,8,1,Other Country Groups,"PALLETS, BOX PALLETS AND OTHER LOADBOARDS, WOOD",44152000
6298,44182000,0,56,314,Other Country Groups,DOORS AND THEIR FRAMES,44182000
6299,44186000,0,6,17,Other Country Groups,Posts And Beams,44186000
6300,44189090,0,30,164,Other Country Groups,OTHER BUILDERS' JOINERY,44189090
6301,44219030,0,20,268,Other Country Groups,STAGE DECORS,44219030
6302,44219099,0,131,180,Other Country Groups,OTHER MISCELLANEOUS WOOD ARTICLES,44219099
6303,45020090,0,22,220,Other Country Groups,"OTHER NATURAL CORK, SHAPED",45020090
6304,45039090,0,155,279,Other Country Groups,OTHER NATURAL CORK ARTICLES,45039090
6305,45041090,0,25,130,Other Country Groups,"OTHER AGGLOMERATED CORK BLOCKS, SHEETS, TILES, ETC.",45041090
6306,46029012,0,28,179,Other Country Groups,HANDBAGS AND THE LIKE OF PLASTICS,46029012
6307,46029013,0,56,332,Other Country Groups,TRAVEL SUITCASES AND BOXES OF PLASTICS,46029013
6308,47071000,0,110,154,Other Country Groups,WASTE OF UNBLEACHED KRAFT PAPER OR PAPERBOARD,47071000
6309,47072000,0,479,251,Other Country Groups,WASTE OF OTHER PAPER OF CHEMICAL PULP,47072000
6310,47073000,0,837,179,Other Country Groups,WASTE OF PAPER OR PAPERBOARD OF CHEMICAL PULP,47073000
6311,47079010,0,561,224,Other Country Groups,OLD NEWSPAPERS,47079010
6312,47079090,0,179,90,Other Country Groups,OTHER WASTE AND SCRAP OF PAPER AND PAPERBOARD,47079090
6313,48010000,0,246,569,Other Country Groups,"NEWSPRINT, IN ROLLS OR SHEETS",48010000
6314,48021000,0,33,171,Other Country Groups,HANDMADE PAPER AND PAPERBOARD,48021000
6315,48026100,0,73,274,Other Country Groups,"OTHER PAPERBOARD AND PAPER, ROLLS",48026100
6316,48026900,0,51,116,Other Country Groups,OTHER PAPER AND PAPERBOARD,48026900
6317,48030010,0,557,4445,Europe not European Union,"TOILET OR FACIAL TISSUE STOCK, TOWELS FOR HOUSEHOLD",48030010
6318,48030010,0,40,255,Other Country Groups,"TOILET OR FACIAL TISSUE STOCK, TOWELS FOR HOUSEHOLD",48030010
6319,48030090,0,254,622,Other Country Groups,OTHER HOUSEHOLD OR SANITARY PAPER,48030090
6320,48041100,0,196,386,Other Country Groups,UNBLEACHED KRAFTLINER,48041100
6321,48041900,0,0,0,Other Country Groups,OTHER KRAFTLINER,48041900
6322,48042900,0,0,0,Other Country Groups,OTHER SACK KRAFT PAPER,48042900
6323,48044900,0,25,53,Other Country Groups,OTHER KRAFT PAPER WEIGHING (150 - 224)g/m,48044900
6324,48045900,0,25,50,Other Country Groups,OTHER PAPERBOARD OVER 224 G/M2,48045900
6325,48051100,0,0,0,Other Country Groups,SEMI-CHEMICAL AND NOTCHED PAPER )FLOATING(,48051100
6326,48052400,0,125,264,Other Country Groups,TEST PAPER IS WEIGHING 150 g/m² OR MORE,48052400
6327,48053000,0,48,304,Other Country Groups,SULPHITE WRAPPING PAPER,48053000
6328,48054000,0,101,189,Other Country Groups,FILTER PAPER AND PAPERBOARD,48054000
6329,48055000,0,98,202,Other Country Groups,FELT PAPER AND PAPERBOARD,48055000
6330,48070000,0,167,229,Other Country Groups,"COMPOSITE PAPER AND PAPERBOARD, UNCOATED",48070000
6331,48081000,0,50,68,Other Country Groups,CORRUGATED PAPER AND PAPERBOARD,48081000
6332,48089000,0,253,80,Other Country Groups,OTHER CORRUGATED PAPER AND PAPERBOARD,48089000
6333,48099000,0,2,34,Other Country Groups,OTHER DUPLICATING PAPER IN WIDE ROLLS,48099000
6334,48101900,0,0,2,Other Country Groups,OTHER WRITING OR PRINTING PAPER,48101900
6335,48102900,0,70,98,Other Country Groups,"OTHER PAPER FOR PRINTING, ETC.",48102900
6336,48109900,0,12,72,Other Country Groups,OTHER SINGLE-PLY PAPER AND PAPERBOARD,48109900
6337,48114110,0,94,105,Other Country Groups,"Paper and pasteboard in rolls of a width not exceeding 36cm,",48114110
6338,48114190,0,0,0,Other Country Groups,"Other Tags, Which are Self-Sticking of Tapes or Rolls",48114190
6339,48114900,0,1,55,Other Country Groups,OTHER PAPER OR  PAPERBOAD THAT ARE GLUED OR STICKING,48114900
6340,48115900,0,41,609,Europe not European Union,OTHER PAPER OR PAPERBOARD THAT ARE BLEACHED,48115900
6341,48115900,0,1,11,Other Country Groups,OTHER PAPER OR PAPERBOARD THAT ARE BLEACHED,48115900
6342,48119000,0,50,371,Other Country Groups,"OTHER PAPER, PAPERBOARD, CELLULOSE WADDING",48119000
6343,48139000,0,67,118,Other Country Groups,OTHER CIGARETTE PAPER,48139000
6344,48142000,0,19,204,Other Country Groups,WALLPAPER WITH LAYER OF PLASTICS,48142000
6345,48149000,0,1,2,Other Country Groups,OTHER WALLPAPER AND WALL COVERINGS,48149000
6346,48169000,0,33,99,Other Country Groups,OTHER DUPLICATING PAPER,48169000
6347,48173000,0,5,56,Other Country Groups,"BOXES, ETC., OF WRITING STATIONERY",48173000
6348,48181000,0,19,138,Other Country Groups,TOILET PAPER,48181000
6349,48182000,0,112,332,Other Country Groups,"HANDKERCHIEFS, TISSUES AND TOWELS",48182000
6350,48183010,0,6,22,Other Country Groups,TOWELS,48183010
6351,48183090,0,2,2,Other Country Groups,OTHER TABLES TOWELS AND COVERS,48183090
6352,48185000,0,1,4,Other Country Groups,ARTICLES OF APPAREL AND CLOTHING ACCESSORIES,48185000
6353,48191010,0,99,347,Other Country Groups,BOXES FOR PRFUMES JEWLRY OR GIFIT,48191010
6354,48191090,0,0,0,Other Country Groups,OTHERS OF BOXES,48191090
6355,48192090,0,11,111,Other Country Groups,OTHERS OF BOXES,48192090
6356,48193000,0,81,677,Other Country Groups,"SACKS AND BAGS, WITH BASE 40 CM OR MORE WIDE",48193000
6357,48194000,0,46,318,Other Country Groups,OTHER SACKS AND BAGS,48194000
6358,48195000,0,0,2,Other Country Groups,OTHER PACKING CONTAINERS,48195000
6359,48196000,0,9,53,Other Country Groups,"BOX FILES, LETTER TRAYS, STORAGE BOXES",48196000
6360,48201000,0,18,66,Other Country Groups,"REGISTERS, ACCOUNT BOOKS, NOTE BOOKS, ETC.",48201000
6361,48202000,0,14,64,Other Country Groups,EXERCISE-BOOKS,48202000
6362,48205000,0,3,11,Other Country Groups,ALBUMS FOR SAMPLES OR FOR COLLECTIONS,48205000
6363,48209000,0,11,88,Other Country Groups,"OTHER NOTE BOOKS, PADS, ETC.",48209000
6364,48211000,0,9,171,Other Country Groups,PRINTED LABELS,48211000
6365,48219000,0,25,114,Other Country Groups,OTHER LABELS,48219000
6366,48236900,0,32,329,Other Country Groups,Other Bamboo,48236900
6367,48237090,0,58,130,Other Country Groups,OTHER MOULDED ARTICLES OF PAPER PULP,48237090
6368,48239010,0,8,166,Other Country Groups,PACKING CONTAINERS FOR SWEETS AND FRUITS,48239010
6369,48239094,0,0,8,Other Country Groups,"COMPOSITE PAPER AND PAPERBOARD, UNCOATED",48239094
6370,48239099,0,53,27,Other Country Groups,"OTHER PAPER, ETC., ARTICLES NOT ELSEWHERE CLASSIFIED",48239099
6371,49011090,0,143,443,Other Country Groups,OTHER BOOKS AND SIMILAR PRINTED MATTERS OF SINGLE POPER,49011090
6372,49019919,0,24,625,Europe not European Union,ather of book,49019919
6373,49019919,0,19,368,Other Country Groups,ather of book,49019919
6374,49019920,0,71,634,Other Country Groups,"BOOKS, BOOKLETS AND PAMPHLETS IN BRAILLE",49019920
6375,49019930,0,24,488,Other Country Groups,SCHOOL AND COLLEGIATE BOOKS,49019930
